Case,Timestamp,Activity,Activity_fixed,label
7157410,2013-05-27 07:00:57,treat subcases content,treat subcases contet,
7157410,2013-05-28 07:00:22,create publication document,create publication document,
7157410,2013-05-28 07:00:23,create subcases present decision,create subcases present decision,
7157410,2013-05-28 07:00:24,creating cover letter decision,creating cover letter dcision,
7157410,2013-05-28 07:00:25,enrich decision,enrich decision,
7157410,2013-05-28 07:00:26,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7157410,2013-05-28 07:00:27,phase decision ready,phase decision readu,
7157410,2013-05-28 07:00:28,phase decision sent,phase decision sent,
7157410,2013-05-28 07:00:29,phase decision taken,Phase decision taken,
7157410,2013-05-28 07:00:30,register objection and appeal periods,register objetion and appeal periods,
7157410,2013-05-28 07:00:31,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7157410,2013-05-28 07:00:32,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7157410,2013-05-28 07:00:33,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7157410,2013-05-28 16:20:41,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7165130,2013-04-03 07:00:04,register submission date request,register submission dater equest,
7165130,2013-04-08 21:28:37,phase application received,pmhase application received,
7165130,2013-04-08 21:28:38,send confirmation receipt,send confirmation recei;t,
7165130,2013-04-08 21:30:56,regular procedure without MER,Regular procedure without MER,
7165130,2013-04-08 21:30:57,start WABOprocedure,sctart WABOprocedure,
7165130,2013-04-08 21:30:58,create procedure confirmation,rceate procedure confirmation,
7165130,2013-05-24 07:00:36,create cover letter extend procedure term,create cover letter extend procedure term,
7165130,2013-05-24 07:00:37,create decision procedure term extension,creating decision procedure term extension,
7165130,2013-05-24 07:00:38,create subcases completeness,create subcases completeness,
7165130,2013-05-24 07:00:39,creating decision procedure term extension,creating decision procedure term extension,
7165130,2013-05-24 07:00:40,decision date prior to decision,Decision date prior to decision,
7165130,2013-05-24 07:00:41,enter senddate procedure term extension,Enter senddate procedure term extension,
7165130,2013-05-24 07:00:42,enter senddate retrieve missing data,enter senddate retrieve missing data,
7165130,2013-05-24 07:00:43,extend procedure term,extend procedure term,
7165130,2013-05-24 07:00:44,phase procedure extended,Phase procedure extended,
7165130,2013-05-24 07:00:45,procedure change,procedure change,
7165130,2013-05-24 07:00:46,register number of days extension period,register number of days extension period,
7165130,2013-05-24 07:00:47,request complete,request complet,
7165130,2013-05-24 07:00:48,set decision status,set decision status,
7165130,2013-05-24 07:00:49,start decision phase extension granted,start decision sphase extension granted,
7165130,2013-05-24 07:00:50,start decision phase extension granted,start decision sphase extension granted,
7165130,2013-06-18 07:00:01,article 34  WABO applies,article 34  WABO ap;lies,
7165130,2013-06-18 07:00:02,ask stakeholders views,ask stakeholders views,
7165130,2013-06-18 07:00:03,assessment of content completed,assessment of cohtent completed,
7165130,2013-06-18 07:00:04,by law,by law,
7165130,2013-06-18 07:00:05,completed subcases content,completed Nsubcases content,
7165130,2013-06-18 07:00:06,coordination of application,Coordination of application,
7165130,2013-06-18 07:00:07,creating environmental permit decision,creating environmental permit deciRsion,
7165130,2013-06-18 07:00:08,decision date prior to decision,Decision date prior to decision,
7165130,2013-06-18 07:00:09,enter receipt of additional data,etner receipt of additional data,
7165130,2013-06-18 07:00:10,grounds for refusal,Grounds for refusal,
7165130,2013-06-18 07:00:11,phase additional information received,kphase additional information received,
7165130,2013-06-18 07:00:12,phase advice known,pqhase advice known,
7165130,2013-06-18 07:00:13,phase application receptive,phase application receptivXe,
7165130,2013-06-18 07:00:14,phase asked additional information,phase asked addiitonal information,
7165130,2013-06-18 07:00:15,procedure change,procedure change,
7165130,2013-06-18 07:00:16,procedure change after completeness,procedure change after completeness,
7165130,2013-06-18 07:00:17,receive additional information,Receive additional information,
7165130,2013-06-18 07:00:18,request complete,request complet,
7165130,2013-06-18 07:00:19,retrieve missing data,retrieve missing daat,
7165130,2013-06-18 07:00:20,send confirmation receipt additional data,dsend confirmation receipt additional data,
7165130,2013-06-18 07:00:21,send letter in progress,send letter in progresws,
7165130,2013-06-18 07:00:22,set decision status,set decision status,
7165130,2013-06-18 07:00:23,suspension ground applicable,suspension ground applicablse,
7165130,2013-06-18 07:00:24,term for supplying missing data,term for supplying missing data,
7165130,2013-06-18 07:00:25,treat subcases content,treat subcases contet,
7165130,2013-06-25 07:00:42,create publication document,create publication document,
7165130,2013-06-25 07:00:43,create subcases present decision,create subcases present decision,
7165130,2013-06-25 07:00:44,creating cover letter decision,creating cover letter dcision,
7165130,2013-06-25 07:00:45,enrich decision,enrich decision,
7165130,2013-06-25 07:00:46,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7165130,2013-06-25 07:00:47,generating decision environmental permit,generatin decision environmental permit,
7165130,2013-06-25 07:00:48,phase concept decision ready,phase concept decpision ready,
7165130,2013-06-25 07:00:49,phase decision ready,phase decision readu,
7165130,2013-06-25 07:00:50,phase decision sent,phase decision sent,
7165130,2013-06-25 07:00:51,phase decision taken,Phase decision taken,
7165130,2013-06-25 07:00:52,register objection and appeal periods,register objetion and appeal periods,
7165130,2013-06-25 07:00:53,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7165130,2013-06-25 07:00:54,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7165130,2013-06-25 07:00:55,submit decision,Submit decision,
7165130,2013-06-25 07:00:56,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7165130,2013-06-25 19:49:02,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7168922,2013-04-08 07:00:03,register submission date request,register submission dater equest,
7168922,2013-04-11 15:34:13,phase application received,pmhase application received,
7168922,2013-04-11 15:34:14,send confirmation receipt,send confirmation recei;t,
7168922,2013-04-11 15:34:16,send confirmation receipt,send confirmation recei;t,
7168922,2013-06-20 07:00:11,enter senddate retrieve missing data,enter senddate retrieve missing data,
7168922,2013-11-12 08:00:20,enter date draft decisionenvironmental permit,egter date draft decisionenvironmental permit,
7168922,2013-11-12 08:00:21,set decision phase: draft decision for inspection,set decision phase: draft decision for inspection,
7168922,2013-11-12 08:00:22,set decision phase: draft decision permitted sent,set decision phase: draft decision permitted sent,
7168922,2013-11-12 08:00:23,start decisionphase draft decision - permitting decided,start decisionphase draft decision - permitting decided,
7168922,2013-11-14 08:00:02,MER present,MER present,
7168922,2013-11-14 08:00:03,activities regular procedure,activities regular procedure,
7168922,2013-11-14 08:00:04,article 34  WABO applies,article 34  WABO ap;lies,
7168922,2013-11-14 08:00:05,assessment of content completed,assessment of cohtent completed,
7168922,2013-11-14 08:00:06,completed subcases content,completed Nsubcases content,
7168922,2013-11-14 08:00:07,create cover letter draft decision,create cover etter draft decision,
7168922,2013-11-14 08:00:08,create draft environtmental permit,create draft environtmental permit,
7168922,2013-11-14 08:00:09,create procedure confirmation,rceate procedure confirmation,
7168922,2013-11-14 08:00:10,create publication document,create publication document,
7168922,2013-11-14 08:00:11,create subcases completeness,create subcases completeness,
7168922,2013-11-14 08:00:12,enrich draft decision,enrich draft decision,
7168922,2013-11-14 08:00:13,enter date advice on treatment of environmental permit,enter date advice on treatment of environmental permit,
7168922,2013-11-14 08:00:14,enter receipt of additional data,etner receipt of additional data,
7168922,2013-11-14 08:00:15,enter senddate draft decision,enter senddate draft decision,
7168922,2013-11-14 08:00:16,generate draft decision environmental permit,generate draft decision environmenthal permit,
7168922,2013-11-14 08:00:17,grounds for refusal,Grounds for refusal,
7168922,2013-11-14 08:00:18,open draft decision for inspection,open draft decision for inspection,
7168922,2013-11-14 08:00:19,phase additional information received,kphase additional information received,
7168922,2013-11-14 08:00:20,phase advice known,pqhase advice known,
7168922,2013-11-14 08:00:21,phase application receptive,phase application receptivXe,
7168922,2013-11-14 08:00:22,phase asked additional information,phase asked addiitonal information,
7168922,2013-11-14 08:00:23,phase concept draft decision ready,phase concept decpision ready,
7168922,2013-11-14 08:00:24,phase draft decision made,phase draft decision made,
7168922,2013-11-14 08:00:25,phase draft decision ready,phase draft decision ready,
7168922,2013-11-14 08:00:26,phased application,phased application,
7168922,2013-11-14 08:00:27,procedure change,procedure change,
7168922,2013-11-14 08:00:28,procedure change,procedure change,
7168922,2013-11-14 08:00:29,procedure change after completeness,procedure change after completeness,
7168922,2013-11-14 08:00:30,publish,publish,
7168922,2013-11-14 08:00:31,read field phased application,read field phased app/ication,
7168922,2013-11-14 08:00:32,receive additional information,Receive additional information,
7168922,2013-11-14 08:00:33,regular procedure without MER,Regular procedure without MER,
7168922,2013-11-14 08:00:34,request complete,request complet,
7168922,2013-11-14 08:00:35,request complete,request complet,
7168922,2013-11-14 08:00:36,retrieve missing data,retrieve missing daat,
7168922,2013-11-14 08:00:37,send confirmation receipt additional data,dsend confirmation receipt additional data,
7168922,2013-11-14 08:00:38,send design decision to stakeholders,send design decision to stakeholders,
7168922,2013-11-14 08:00:39,send letter in progress,send letter in progresws,
7168922,2013-11-14 08:00:40,set decision status,set decision status,
7168922,2013-11-14 08:00:41,start WABOprocedure,sctart WABOprocedure,
7168922,2013-11-14 08:00:42,submit draft decision,submit draft decision,
7168922,2013-11-14 08:00:43,term for supplying missing data,term for supplying missing data,
7168922,2013-11-14 08:00:44,treat subcases content,treat subcases contet,
7168922,2013-11-14 18:57:36,entering senddate draft decision environmental permit,entering senddate draft decision environmental permit,
7168922,2014-01-21 08:00:01,creating environmental permit decision,creating environmental permit deciRsion,
7168922,2014-01-21 08:00:02,perspective on draft decision environmental permit received,perspective on draft decision environmental permit received,
7168922,2014-01-21 08:00:03,record date of decision environmental permit,Record date of decision environmental permit,
7168922,2014-01-21 08:00:04,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7168922,2014-01-21 08:00:05,suspension ground applicable,suspension ground applicablse,
7168922,2014-01-23 08:00:01,creating cover letter decision,creating cover letter dcision,
7168922,2014-01-23 08:00:02,decision date prior to decision,Decision date prior to decision,
7168922,2014-01-23 08:00:03,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7168922,2014-01-23 08:00:04,generating decision environmental permit,generatin decision environmental permit,
7168922,2014-01-23 08:00:05,phase decision ready,phase decision readu,
7168922,2014-01-23 08:00:06,phase decision sent,phase decision sent,
7168922,2014-01-23 08:00:07,phase decision taken,Phase decision taken,
7168922,2014-01-23 08:00:08,register objection and appeal periods,register objetion and appeal periods,
7168922,2014-01-23 08:00:09,set decision status,set decision status,
7168922,2014-01-23 08:00:10,submit decision,Submit decision,
7168922,2014-01-23 08:00:11,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7168922,2014-01-27 08:00:07,enter senddate decision,enter senddatr decision,
7168922,2014-01-27 08:00:08,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7168922,2014-01-27 08:00:09,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7168922,2014-01-30 08:00:01,set decision phase inspection of decision permitting,set decision phase inspection of decision permittign,
7168922,2014-03-14 08:00:01,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
7168922,2014-03-31 07:00:01,phase archived case,phase archived case,
7168922,2014-03-31 07:00:02,phase case handled,phase case handled,
7168922,2014-03-31 07:00:03,phase decision irrevocable,phase dfecision irrevocable,
7168922,2014-03-31 07:00:04,read publication date field,reaAd publication date field,
7168922,2014-03-31 07:00:05,stop all running subcases 2b,stop all running subcases 2b,
7205355,2013-04-09 07:00:27,register submission date request,register submission dater equest,
7205355,2013-04-15 15:58:13,phase application received,pmhase application received,
7205355,2013-04-15 15:58:14,send confirmation receipt,send confirmation recei;t,
7205355,2013-04-15 17:06:46,regular procedure without MER,Regular procedure without MER,
7205355,2013-04-15 17:06:47,start WABOprocedure,sctart WABOprocedure,
7205355,2013-05-28 07:00:34,article 34  WABO applies,article 34  WABO ap;lies,
7205355,2013-05-28 07:00:35,ask stakeholders views,ask stakeholders views,
7205355,2013-05-28 07:00:36,assessment of content completed,assessment of cohtent completed,
7205355,2013-05-28 07:00:37,by law,by law,
7205355,2013-05-28 07:00:38,completed subcases content,completed Nsubcases content,
7205355,2013-05-28 07:00:39,coordination of application,Coordination of application,
7205355,2013-05-28 07:00:40,create publication document,create publication document,
7205355,2013-05-28 07:00:41,create subcases completeness,create subcases completeness,
7205355,2013-05-28 07:00:42,create subcases present decision,create subcases present decision,
7205355,2013-05-28 07:00:43,creating cover letter decision,creating cover letter dcision,
7205355,2013-05-28 07:00:44,creating environmental permit decision,creating environmental permit deciRsion,
7205355,2013-05-28 07:00:45,decision date prior to decision,Decision date prior to decision,
7205355,2013-05-28 07:00:46,enrich decision,enrich decision,
7205355,2013-05-28 07:00:47,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7205355,2013-05-28 07:00:48,generating decision environmental permit,generatin decision environmental permit,
7205355,2013-05-28 07:00:49,grounds for refusal,Grounds for refusal,
7205355,2013-05-28 07:00:50,phase advice known,pqhase advice known,
7205355,2013-05-28 07:00:51,phase application receptive,phase application receptivXe,
7205355,2013-05-28 07:00:52,phase concept decision ready,phase concept decpision ready,
7205355,2013-05-28 07:00:53,phase decision ready,phase decision readu,
7205355,2013-05-28 07:00:54,phase decision sent,phase decision sent,
7205355,2013-05-28 07:00:55,phase decision taken,Phase decision taken,
7205355,2013-05-28 07:00:56,procedure change,procedure change,
7205355,2013-05-28 07:00:57,procedure change,procedure change,
7205355,2013-05-28 07:00:58,procedure change after completeness,procedure change after completeness,
7205355,2013-05-28 07:00:59,register objection and appeal periods,register objetion and appeal periods,
7205355,2013-05-28 07:01:00,request complete,request complet,
7205355,2013-05-28 07:01:01,send letter in progress,send letter in progresws,
7205355,2013-05-28 07:01:02,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7205355,2013-05-28 07:01:03,set decision status,set decision status,
7205355,2013-05-28 07:01:04,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7205355,2013-05-28 07:01:05,submit decision,Submit decision,
7205355,2013-05-28 07:01:06,suspension ground applicable,suspension ground applicablse,
7205355,2013-05-28 07:01:07,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7205355,2013-05-28 07:01:08,treat subcases content,treat subcases contet,
7205355,2013-05-28 20:37:32,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7261122,2013-04-22 21:59:45,phase application received,pmhase application received,
7261122,2013-05-03 07:00:34,article 34  WABO applies,article 34  WABO ap;lies,
7261122,2013-05-03 07:00:35,ask stakeholders views,ask stakeholders views,
7261122,2013-05-03 07:00:36,assessment of content completed,assessment of cohtent completed,
7261122,2013-05-03 07:00:37,by law,by law,
7261122,2013-05-03 07:00:38,completed subcases content,completed Nsubcases content,
7261122,2013-05-03 07:00:39,coordination of application,Coordination of application,
7261122,2013-05-03 07:00:40,create procedure confirmation,rceate procedure confirmation,
7261122,2013-05-03 07:00:41,create publication document,create publication document,
7261122,2013-05-03 07:00:42,create subcases completeness,create subcases completeness,
7261122,2013-05-03 07:00:43,creating cover letter decision,creating cover letter dcision,
7261122,2013-05-03 07:00:44,creating environmental permit decision,creating environmental permit deciRsion,
7261122,2013-05-03 07:00:45,decision date prior to decision,Decision date prior to decision,
7261122,2013-05-03 07:00:46,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7261122,2013-05-03 07:00:47,forward to the competent authority,Forward to the competent authority,
7261122,2013-05-03 07:00:48,generating decision environmental permit,generatin decision environmental permit,
7261122,2013-05-03 07:00:49,grounds for refusal,Grounds for refusal,
7261122,2013-05-03 07:00:50,phase advice known,pqhase advice known,
7261122,2013-05-03 07:00:51,phase application receptive,phase application receptivXe,
7261122,2013-05-03 07:00:52,phase decision ready,phase decision readu,
7261122,2013-05-03 07:00:53,phase decision sent,phase decision sent,
7261122,2013-05-03 07:00:54,phase decision taken,Phase decision taken,
7261122,2013-05-03 07:00:55,procedure change,procedure change,
7261122,2013-05-03 07:00:56,procedure change,procedure change,
7261122,2013-05-03 07:00:57,procedure change after completeness,procedure change after completeness,
7261122,2013-05-03 07:00:58,register objection and appeal periods,register objetion and appeal periods,
7261122,2013-05-03 07:00:59,regular procedure without MER,Regular procedure without MER,
7261122,2013-05-03 07:01:00,request complete,request complet,
7261122,2013-05-03 07:01:01,send confirmation receipt,send confirmation recei;t,
7261122,2013-05-03 07:01:02,send letter in progress,send letter in progresws,
7261122,2013-05-03 07:01:03,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7261122,2013-05-03 07:01:04,set decision status,set decision status,
7261122,2013-05-03 07:01:05,start WABOprocedure,sctart WABOprocedure,
7261122,2013-05-03 07:01:06,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7261122,2013-05-03 07:01:07,submit decision,Submit decision,
7261122,2013-05-03 07:01:08,suspension ground applicable,suspension ground applicablse,
7261122,2013-05-03 07:01:09,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7261122,2013-05-03 07:01:10,treat subcases content,treat subcases contet,
7261122,2013-05-03 17:05:53,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7282516,2013-04-22 07:00:22,register submission date request,register submission dater equest,
7282516,2013-04-25 16:56:28,phase application received,pmhase application received,
7282516,2013-04-25 17:05:35,send confirmation receipt,send confirmation recei;t,
7282516,2013-04-25 17:05:40,start WABOprocedure,sctart WABOprocedure,
7282516,2013-04-25 17:05:41,create procedure confirmation,rceate procedure confirmation,
7282516,2013-06-07 07:00:47,article 34  WABO applies,article 34  WABO ap;lies,
7282516,2013-06-07 07:00:48,ask stakeholders views,ask stakeholders views,
7282516,2013-06-07 07:00:49,assessment of content completed,assessment of cohtent completed,
7282516,2013-06-07 07:00:50,by law,by law,
7282516,2013-06-07 07:00:51,completed subcases content,completed Nsubcases content,
7282516,2013-06-07 07:00:52,coordination of application,Coordination of application,
7282516,2013-06-07 07:00:53,create subcases completeness,create subcases completeness,
7282516,2013-06-07 07:00:54,creating environmental permit decision,creating environmental permit deciRsion,
7282516,2013-06-07 07:00:55,decision date prior to decision,Decision date prior to decision,
7282516,2013-06-07 07:00:56,grounds for refusal,Grounds for refusal,
7282516,2013-06-07 07:00:57,phase advice known,pqhase advice known,
7282516,2013-06-07 07:00:58,phase application receptive,phase application receptivXe,
7282516,2013-06-07 07:00:59,procedure change,procedure change,
7282516,2013-06-07 07:01:00,procedure change,procedure change,
7282516,2013-06-07 07:01:01,procedure change after completeness,procedure change after completeness,
7282516,2013-06-07 07:01:02,request complete,request complet,
7282516,2013-06-07 07:01:03,send letter in progress,send letter in progresws,
7282516,2013-06-07 07:01:04,set decision status,set decision status,
7282516,2013-06-07 07:01:05,suspension ground applicable,suspension ground applicablse,
7282516,2013-06-07 07:01:06,treat subcases content,treat subcases contet,
7282516,2013-06-10 07:00:01,creating cover letter decision,creating cover letter dcision,
7282516,2013-06-10 07:00:02,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7282516,2013-06-10 07:00:03,generating decision environmental permit,generatin decision environmental permit,
7282516,2013-06-10 07:00:04,phase decision ready,phase decision readu,
7282516,2013-06-10 07:00:05,phase decision sent,phase decision sent,
7282516,2013-06-10 07:00:06,phase decision taken,Phase decision taken,
7282516,2013-06-10 07:00:07,register objection and appeal periods,register objetion and appeal periods,
7282516,2013-06-10 07:00:08,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7282516,2013-06-10 07:00:09,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7282516,2013-06-10 07:00:10,submit decision,Submit decision,
7282516,2013-06-10 07:00:11,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7282516,2013-06-10 15:50:23,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7290381,2013-04-25 19:21:00,regular procedure without MER,Regular procedure without MER,
7290381,2013-04-25 19:21:01,start WABOprocedure,sctart WABOprocedure,
7290381,2013-06-06 07:00:05,article 34  WABO applies,article 34  WABO ap;lies,
7290381,2013-06-06 07:00:06,ask stakeholders views,ask stakeholders views,
7290381,2013-06-06 07:00:07,assessment of content completed,assessment of cohtent completed,
7290381,2013-06-06 07:00:08,by law,by law,
7290381,2013-06-06 07:00:09,completed subcases content,completed Nsubcases content,
7290381,2013-06-06 07:00:10,coordination of application,Coordination of application,
7290381,2013-06-06 07:00:11,create subcases completeness,create subcases completeness,
7290381,2013-06-06 07:00:12,create subcases present decision,create subcases present decision,
7290381,2013-06-06 07:00:13,creating environmental permit decision,creating environmental permit deciRsion,
7290381,2013-06-06 07:00:14,decision date prior to decision,Decision date prior to decision,
7290381,2013-06-06 07:00:15,enrich decision,enrich decision,
7290381,2013-06-06 07:00:16,generating decision environmental permit,generatin decision environmental permit,
7290381,2013-06-06 07:00:17,grounds for refusal,Grounds for refusal,
7290381,2013-06-06 07:00:18,phase advice known,pqhase advice known,
7290381,2013-06-06 07:00:19,phase application receptive,phase application receptivXe,
7290381,2013-06-06 07:00:20,phase concept decision ready,phase concept decpision ready,
7290381,2013-06-06 07:00:21,phase decision ready,phase decision readu,
7290381,2013-06-06 07:00:22,procedure change,procedure change,
7290381,2013-06-06 07:00:23,procedure change,procedure change,
7290381,2013-06-06 07:00:24,procedure change after completeness,procedure change after completeness,
7290381,2013-06-06 07:00:25,request complete,request complet,
7290381,2013-06-06 07:00:26,send letter in progress,send letter in progresws,
7290381,2013-06-06 07:00:27,set decision status,set decision status,
7290381,2013-06-06 07:00:28,subcases completed present decision,subcases completed present decision,
7290381,2013-06-06 07:00:29,subcases completeness completed,subcases completeness completed,
7290381,2013-06-06 07:00:30,submit decision,Submit decision,
7290381,2013-06-06 07:00:31,suspension ground applicable,suspension ground applicablse,
7290381,2013-06-06 07:00:32,treat subcases completeness,treat subcases completeness,
7290381,2013-06-06 07:00:33,treat subcases content,treat subcases contet,
7290381,2013-06-06 07:00:34,treat subcases present decision,treat subcases present decision,
7290381,2013-06-07 07:01:07,create publication document,create publication document,
7290381,2013-06-07 07:01:08,creating cover letter decision,creating cover letter dcision,
7290381,2013-06-07 07:01:09,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7290381,2013-06-07 07:01:10,phase decision sent,phase decision sent,
7290381,2013-06-07 07:01:11,phase decision taken,Phase decision taken,
7290381,2013-06-07 07:01:12,record date of decision environmental permit,Record date of decision environmental permit,
7290381,2013-06-07 07:01:13,register objection and appeal periods,register objetion and appeal periods,
7290381,2013-06-07 07:01:14,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7290381,2013-06-07 07:01:15,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7290381,2013-06-07 07:01:16,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7290381,2013-06-07 15:40:44,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7300977,2013-04-15 07:00:07,register submission date request,register submission dater equest,
7300977,2013-04-26 18:46:34,send confirmation receipt,send confirmation recei;t,
7300977,2013-04-26 18:46:36,regular procedure without MER,Regular procedure without MER,
7300977,2013-04-26 18:46:37,start WABOprocedure,sctart WABOprocedure,
7300977,2013-04-26 18:46:38,create procedure confirmation,rceate procedure confirmation,
7300977,2013-06-06 07:00:35,completed subcases content,completed Nsubcases content,
7300977,2013-06-06 07:00:36,create cover letter extend procedure term,create cover letter extend procedure term,
7300977,2013-06-06 07:00:37,create decision procedure term extension,creating decision procedure term extension,
7300977,2013-06-06 07:00:38,create subcases completeness,create subcases completeness,
7300977,2013-06-06 07:00:39,creating decision procedure term extension,creating decision procedure term extension,
7300977,2013-06-06 07:00:40,decision date prior to decision,Decision date prior to decision,
7300977,2013-06-06 07:00:41,enter senddate procedure term extension,Enter senddate procedure term extension,
7300977,2013-06-06 07:00:42,extend procedure term,extend procedure term,
7300977,2013-06-06 07:00:43,phase application receptive,phase application receptivXe,
7300977,2013-06-06 07:00:44,phase procedure extended,Phase procedure extended,
7300977,2013-06-06 07:00:45,procedure change,procedure change,
7300977,2013-06-06 07:00:46,procedure change after completeness,procedure change after completeness,
7300977,2013-06-06 07:00:47,register number of days extension period,register number of days extension period,
7300977,2013-06-06 07:00:48,request complete,request complet,
7300977,2013-06-06 07:00:49,send letter in progress,send letter in progresws,
7300977,2013-06-06 07:00:50,set decision status,set decision status,
7300977,2013-06-06 07:00:51,treat subcases content,treat subcases contet,
7300977,2013-06-07 07:01:17,enter date decision procedure term extension,enter senddate decision procedure term exFtension,
7300977,2013-06-07 07:01:18,enter senddate decision procedure term extension,enter senddate decision procedure term exFtension,
7300977,2013-06-07 07:01:19,start decision phase extension granted,start decision sphase extension granted,
7300977,2013-06-07 07:01:20,start decision phase extension granted,start decision sphase extension granted,
7300977,2013-06-27 07:00:11,article 34  WABO applies,article 34  WABO ap;lies,
7300977,2013-06-27 07:00:12,ask stakeholders views,ask stakeholders views,
7300977,2013-06-27 07:00:13,assessment of content completed,assessment of cohtent completed,
7300977,2013-06-27 07:00:14,by law,by law,
7300977,2013-06-27 07:00:15,coordination of application,Coordination of application,
7300977,2013-06-27 07:00:16,creating environmental permit decision,creating environmental permit deciRsion,
7300977,2013-06-27 07:00:17,decision date prior to decision,Decision date prior to decision,
7300977,2013-06-27 07:00:18,grounds for refusal,Grounds for refusal,
7300977,2013-06-27 07:00:19,phase advice known,pqhase advice known,
7300977,2013-06-27 07:00:20,procedure change,procedure change,
7300977,2013-06-27 07:00:21,set decision status,set decision status,
7300977,2013-06-27 07:00:22,suspension ground applicable,suspension ground applicablse,
7300977,2013-06-28 07:00:51,create publication document,create publication document,
7300977,2013-06-28 07:00:52,creating cover letter decision,creating cover letter dcision,
7300977,2013-06-28 07:00:53,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7300977,2013-06-28 07:00:54,generating decision environmental permit,generatin decision environmental permit,
7300977,2013-06-28 07:00:55,phase decision ready,phase decision readu,
7300977,2013-06-28 07:00:56,phase decision sent,phase decision sent,
7300977,2013-06-28 07:00:57,phase decision taken,Phase decision taken,
7300977,2013-06-28 07:00:58,register objection and appeal periods,register objetion and appeal periods,
7300977,2013-06-28 07:00:59,submit decision,Submit decision,
7300977,2013-06-28 07:01:00,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
7300977,2013-07-01 07:01:17,enter senddate decision,enter senddatr decision,
7300977,2013-07-01 07:01:18,enter senddate decision environmental permit,enter senddatae decision environmental permit,
7300977,2013-07-01 07:01:19,record date of decision environmental permit,Record date of decision environmental permit,
7300977,2013-07-01 07:01:20,set decision phase decision permitting decided,set decision phase decision prmitting decided,
7300977,2013-07-01 07:01:21,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
7395275,2013-04-15 07:00:08,register submission date request,register submission dater equest,
7395275,2013-05-13 07:00:37,OLO messaging active,LLO messaging active,
7395275,2013-05-13 07:00:38,create procedure confirmation,rceate procedure confirmation,
7395275,2013-05-13 07:00:39,create publication document,create publication document,
7395275,2013-05-13 07:00:40,forward to the competent authority,Forward to the competent authority,
7395275,2013-05-13 07:00:41,phase application received,pmhase application received,
7395275,2013-05-13 07:00:42,registration date publication,registBration date publication,
7395275,2013-05-13 07:00:43,regular procedure without MER,Regular procedure without MER,
7395275,2013-05-13 07:00:44,send confirmation receipt,send confirmation recei;t,
7395275,2013-05-13 07:00:45,send confirmation receipt,send confirmation recei;t,
7395275,2013-05-13 07:00:46,start WABOprocedure,sctart WABOprocedure,
7395275,2013-06-07 07:01:21,article 34  WABO applies,article 34  WABO ap;lies,
7395275,2013-06-07 07:01:22,ask stakeholders views,ask stakeholders views,
7395275,2013-06-07 07:01:23,assessment of content completed,assessment of cohtent completed,
7395275,2013-06-07 07:01:24,by law,by law,
7395275,2013-06-07 07:01:25,completed subcases content,completed Nsubcases content,
7395275,2013-06-07 07:01:26,coordination of application,Coordination of application,
7395275,2013-06-07 07:01:27,create subcases completeness,create subcases completeness,
7395275,2013-06-07 07:01:28,creating cover letter decision,creating cover letter dcision,
7395275,2013-06-07 07:01:29,creating environmental permit decision,creating environmental permit deciRsion,
