Case,Timestamp,Activity,Activity_fixed,label
1422,2023-12-20 20:18:01.254,Request info,request info,
1422,2023-12-20 20:23:35.843,info received,Info received,
1422,2023-12-20 20:23:45.843,Check for completeness,check for completeness,
1422,2023-12-20 20:30:00.249,Request info,request info,
1422,2023-12-20 20:43:01.418,info received,Info received,
1422,2023-12-20 20:43:11.418,Check for completeness,check for completeness,
1422,2023-12-20 20:43:50.942,Perform checks,perform checks,
1422,2023-12-20 20:47:30.435,Make decision,Make decisio,
1422,2023-12-20 20:48:08.737,Notify accept,notify accept,
1422,2023-12-20 21:00:39.441,Deliver card,deliver card,
1422,2023-12-20 21:01:11.586,EVENT 13 END,eVENT 13 END,
1423,2023-12-20 22:13:34.969,Check for completeness,check for completeness,
1423,2023-12-20 22:13:34.969,New online application received,new online application received,
1423,2023-12-20 22:14:27.474,Request info,request info,
1423,2023-12-20 22:20:15.666,info received,Info received,
1423,2023-12-20 22:20:25.666,Check for completeness,check for completeness,
1423,2023-12-20 22:26:28.496,Request info,request info,
1423,2023-12-20 22:38:05.516,info received,Info received,
1423,2023-12-20 22:38:15.516,Check for completeness,check for completeness,
1423,2023-12-20 22:39:38.811,Request info,request info,
1423,2023-12-20 22:40:15.441,info received,Info received,
1423,2023-12-20 22:40:25.441,Check for completeness,check for completeness,
1423,2023-12-20 22:54:13.784,Perform checks,perform checks,
1423,2023-12-20 23:02:52.058,Make decision,Make decisio,
1423,2023-12-20 23:18:22.870,notify reject,botify reject,
1423,2023-12-20 23:19:57.238,time out,Time out,
1423,2023-12-20 23:20:07.238,EVENT 13 END,eVENT 13 END,
1424,2023-12-20 22:34:16.449,Check for completeness,check for completeness,
1424,2023-12-20 22:34:16.449,New online application received,new online application received,
1424,2023-12-20 22:38:54.553,Perform checks,perform checks,
1424,2023-12-20 22:40:12.712,Make decision,Make decisio,
1424,2023-12-20 22:40:36.626,notify reject,botify reject,
1424,2023-12-20 22:58:28.762,time out,Time out,
1424,2023-12-20 22:58:38.762,EVENT 13 END,eVENT 13 END,
1425,2023-12-20 22:37:28.988,Check for completeness,check for completeness,
1425,2023-12-20 22:37:28.988,New online application received,new online application received,
1425,2023-12-20 22:43:33.469,Request info,request info,
1425,2023-12-20 22:50:04.252,info received,Info received,
1425,2023-12-20 22:50:14.252,Check for completeness,check for completeness,
1425,2023-12-20 23:02:23.461,Request info,request info,
1425,2023-12-20 23:05:09.055,info received,Info received,
1425,2023-12-20 23:05:19.055,Check for completeness,check for completeness,
1425,2023-12-20 23:14:49.010,Request info,request info,
1425,2023-12-20 23:30:05.667,info received,Info received,
1425,2023-12-20 23:30:15.667,Check for completeness,check for completeness,
1425,2023-12-20 23:46:03.428,Request info,request info,
1425,2023-12-20 23:50:09.645,info received,Info received,
1425,2023-12-20 23:50:19.645,Check for completeness,check for completeness,
1425,2023-12-20 23:52:06.072,Perform checks,perform checks,
1425,2023-12-20 23:57:59.852,Make decision,Make decisio,
1425,2023-12-20 23:58:00.305,notify reject,botify reject,
1425,2023-12-21 00:00:09.572,time out,Time out,
1425,2023-12-21 00:00:19.572,EVENT 13 END,eVENT 13 END,
1426,2023-12-21 01:03:09.496,Check for completeness,check for completeness,
1426,2023-12-21 01:03:09.496,New online application received,new online application received,
1426,2023-12-21 01:03:22.243,Perform checks,perform checks,
1426,2023-12-21 01:22:10.682,Make decision,Make decisio,
1426,2023-12-21 01:22:46.549,notify reject,botify reject,
1426,2023-12-21 01:32:01.025,time out,Time out,
1426,2023-12-21 01:32:11.025,EVENT 13 END,eVENT 13 END,
1427,2023-12-21 01:07:06.522,Check for completeness,check for completeness,
1427,2023-12-21 01:07:06.522,New online application received,new online application received,
1427,2023-12-21 01:07:10.075,Request info,request info,
1427,2023-12-21 01:25:07.804,info received,Info received,
1427,2023-12-21 01:25:17.804,Check for completeness,check for completeness,
1427,2023-12-21 01:55:14.387,Request info,request info,
1427,2023-12-21 02:30:50.129,info received,Info received,
1427,2023-12-21 02:31:00.129,Check for completeness,check for completeness,
1427,2023-12-21 02:34:38.315,Request info,request info,
1427,2023-12-21 03:15:12.758,info received,Info received,
1427,2023-12-21 03:15:22.758,Check for completeness,check for completeness,
1427,2023-12-21 03:20:56.682,Request info,request info,
1427,2023-12-21 03:50:29.841,info received,Info received,
1427,2023-12-21 03:50:39.841,Check for completeness,check for completeness,
1427,2023-12-21 04:17:24.087,Request info,request info,
1427,2023-12-21 04:24:46.042,info received,Info received,
1427,2023-12-21 04:24:56.042,Check for completeness,check for completeness,
1427,2023-12-21 04:40:48.470,Perform checks,perform checks,
1427,2023-12-21 04:42:37.066,Make decision,Make decisio,
1427,2023-12-21 04:47:06.278,notify reject,botify reject,
1427,2023-12-21 05:17:29.754,review request received,rview request received,
1427,2023-12-21 05:17:39.754,Check for completeness,check for completeness,
1427,2023-12-21 05:38:14.965,Perform checks,perform checks,
1427,2023-12-21 05:39:23.017,Make decision,Make decisio,
1427,2023-12-21 05:55:05.285,Notify accept,notify accept,
1427,2023-12-21 06:06:02.058,Deliver card,deliver card,
1427,2023-12-21 06:18:25.868,EVENT 13 END,eVENT 13 END,
1428,2023-12-21 01:50:37.478,Check for completeness,check for completeness,
1428,2023-12-21 01:50:37.478,New online application received,new online application received,
1428,2023-12-21 02:09:12.403,Request info,request info,
1428,2023-12-21 02:18:29.752,info received,Info received,
1428,2023-12-21 02:18:39.752,Check for completeness,check for completeness,
1428,2023-12-21 02:22:37.009,Request info,request info,
1428,2023-12-21 02:27:21.572,info received,Info received,
1428,2023-12-21 02:27:31.572,Check for completeness,check for completeness,
1428,2023-12-21 02:35:09.883,Perform checks,perform checks,
1428,2023-12-21 02:46:14.437,Make decision,Make decisio,
1428,2023-12-21 03:05:49.895,Notify accept,notify accept,
1428,2023-12-21 03:09:48.818,Deliver card,deliver card,
1428,2023-12-21 03:11:09.788,EVENT 13 END,eVENT 13 END,
143,2023-10-06 17:51:43.410,Check for completeness,check for completeness,
143,2023-10-06 17:51:43.410,New online application received,new online application received,
143,2023-10-06 17:52:02.346,Request info,request info,
143,2023-10-06 18:14:16.510,info received,Info received,
143,2023-10-06 18:14:26.510,Check for completeness,check for completeness,
143,2023-10-06 18:33:44.978,Request info,request info,
143,2023-10-06 18:55:50.376,info received,Info received,
143,2023-10-06 18:56:00.376,Check for completeness,check for completeness,
143,2023-10-06 19:00:08.879,Request info,request info,
143,2023-10-06 19:02:17.169,info received,Info received,
143,2023-10-06 19:02:27.169,Check for completeness,check for completeness,
143,2023-10-06 19:13:30.972,Perform checks,perform checks,
143,2023-10-06 19:28:17.211,Make decision,Make decisio,
143,2023-10-06 19:43:47.063,Notify accept,notify accept,
143,2023-10-06 20:20:31.153,Deliver card,deliver card,
143,2023-10-06 20:20:45.429,EVENT 13 END,eVENT 13 END,
1430,2023-12-21 05:26:35.823,Check for completeness,check for completeness,
1430,2023-12-21 05:26:35.823,New online application received,new online application received,
1430,2023-12-21 05:28:14.409,Request info,request info,
1430,2023-12-21 05:40:27.783,info received,Info received,
1430,2023-12-21 05:40:37.783,Check for completeness,check for completeness,
1430,2023-12-21 05:40:46.234,Perform checks,perform checks,
1430,2023-12-21 05:41:57.659,Make decision,Make decisio,
1430,2023-12-21 05:43:19.819,Notify accept,notify accept,
1430,2023-12-21 05:47:57.529,Deliver card,deliver card,
1430,2023-12-21 05:49:30.756,EVENT 13 END,eVENT 13 END,
1431,2023-12-21 05:38:00.840,Check for completeness,check for completeness,
1431,2023-12-21 05:38:00.840,New online application received,new online application received,
1431,2023-12-21 05:43:11.739,Perform checks,perform checks,
1431,2023-12-21 05:51:35.840,Make decision,Make decisio,
1431,2023-12-21 05:53:59.207,Notify accept,notify accept,
1431,2023-12-21 06:18:10.845,Deliver card,deliver card,
1431,2023-12-21 06:20:00.302,EVENT 13 END,eVENT 13 END,
1432,2023-12-21 05:38:45.759,Check for completeness,check for completeness,
1432,2023-12-21 05:38:45.759,New online application received,new online application received,
1432,2023-12-21 05:53:20.038,Request info,request info,
1432,2023-12-21 06:00:19.613,info received,Info received,
1432,2023-12-21 06:00:29.613,Check for completeness,check for completeness,
1432,2023-12-21 06:18:09.214,Request info,request info,
1432,2023-12-21 06:47:34.418,info received,Info received,
1432,2023-12-21 06:47:44.418,Check for completeness,check for completeness,
1432,2023-12-21 07:08:38.482,Perform checks,perform checks,
1432,2023-12-21 07:16:12.750,Make decision,Make decisio,
1432,2023-12-21 07:17:03.915,Notify accept,notify accept,
1432,2023-12-21 07:26:15.865,Deliver card,deliver card,
1432,2023-12-21 07:35:48.661,EVENT 13 END,eVENT 13 END,
1433,2023-12-21 06:01:54.084,Check for completeness,check for completeness,
1433,2023-12-21 06:01:54.084,New online application received,new online application received,
1433,2023-12-21 06:02:37.539,Perform checks,perform checks,
1433,2023-12-21 06:19:03.784,Make decision,Make decisio,
1433,2023-12-21 06:26:43.551,notify reject,botify reject,
1433,2023-12-21 06:27:06.580,time out,Time out,
1433,2023-12-21 06:27:16.580,EVENT 13 END,eVENT 13 END,
1436,2023-12-21 10:09:29.669,Check for completeness,check for completeness,
1436,2023-12-21 10:09:29.669,New online application received,new online application received,
1436,2023-12-21 10:11:11.741,Perform checks,perform checks,
1436,2023-12-21 10:19:10.920,Make decision,Make decisio,
1436,2023-12-21 10:23:02.243,Notify accept,notify accept,
1436,2023-12-21 10:26:49.265,Deliver card,deliver card,
1436,2023-12-21 10:27:41.185,EVENT 13 END,eVENT 13 END,
1437,2023-12-21 10:30:48.855,Check for completeness,check for completeness,
1437,2023-12-21 10:30:48.855,New online application received,new online application received,
1437,2023-12-21 10:33:26.171,Perform checks,perform checks,
1437,2023-12-21 10:37:35.539,Make decision,Make decisio,
1437,2023-12-21 11:08:53.292,notify reject,botify reject,
1437,2023-12-21 11:31:05.934,review request received,rview request received,
1437,2023-12-21 11:31:15.934,Check for completeness,check for completeness,
1437,2023-12-21 11:34:02.256,Request info,request info,
1437,2023-12-21 11:35:16.915,info received,Info received,
1437,2023-12-21 11:35:26.915,Check for completeness,check for completeness,
1437,2023-12-21 11:35:48.587,Perform checks,perform checks,
1437,2023-12-21 11:36:08.338,Make decision,Make decisio,
1437,2023-12-21 11:39:53.051,Notify accept,notify accept,
1437,2023-12-21 11:40:06.103,Deliver card,deliver card,
1437,2023-12-21 11:55:28.802,EVENT 13 END,eVENT 13 END,
1438,2023-12-21 12:07:39.401,Check for completeness,check for completeness,
1438,2023-12-21 12:07:39.401,New online application received,new online application received,
1438,2023-12-21 12:50:13.263,Request info,request info,
1438,2023-12-21 13:10:59.387,info received,Info received,
1438,2023-12-21 13:11:09.387,Check for completeness,check for completeness,
1438,2023-12-21 13:24:43.157,Request info,request info,
1438,2023-12-21 13:29:13.084,info received,Info received,
1438,2023-12-21 13:29:23.084,Check for completeness,check for completeness,
1438,2023-12-21 13:32:13.367,Request info,request info,
1438,2023-12-21 13:50:15.091,info received,Info received,
1438,2023-12-21 13:50:25.091,Check for completeness,check for completeness,
1438,2023-12-21 13:59:00.467,Request info,request info,
1438,2023-12-21 14:05:12.403,info received,Info received,
1438,2023-12-21 14:05:22.403,Check for completeness,check for completeness,
1438,2023-12-21 14:08:59.961,Perform checks,perform checks,
1438,2023-12-21 14:13:26.589,Make decision,Make decisio,
1438,2023-12-21 14:26:14.957,notify reject,botify reject,
1438,2023-12-21 14:56:32.802,review request received,rview request received,
1438,2023-12-21 14:56:42.802,Check for completeness,check for completeness,
1438,2023-12-21 15:09:00.282,Request info,request info,
1438,2023-12-21 15:15:30.375,info received,Info received,
1438,2023-12-21 15:15:40.375,Check for completeness,check for completeness,
1438,2023-12-21 16:00:03.378,Perform checks,perform checks,
1438,2023-12-21 16:09:34.427,Make decision,Make decisio,
1438,2023-12-21 16:23:16.156,Notify accept,notify accept,
1438,2023-12-21 16:38:41.315,Deliver card,deliver card,
1438,2023-12-21 16:48:30.914,EVENT 13 END,eVENT 13 END,
144,2023-10-06 18:17:20.857,Check for completeness,check for completeness,
144,2023-10-06 18:17:20.857,New online application received,new online application received,
144,2023-10-06 18:20:00.367,Request info,request info,
144,2023-10-06 18:29:40.825,info received,Info received,
144,2023-10-06 18:29:50.825,Check for completeness,check for completeness,
144,2023-10-06 18:32:36.274,Request info,request info,
144,2023-10-06 18:32:42.697,info received,Info received,
144,2023-10-06 18:32:52.697,Check for completeness,check for completeness,
144,2023-10-06 18:35:41.121,Request info,request info,
144,2023-10-06 18:36:16.651,info received,Info received,
144,2023-10-06 18:36:26.651,Check for completeness,check for completeness,
144,2023-10-06 18:43:52.277,Perform checks,perform checks,
144,2023-10-06 18:52:29.052,Make decision,Make decisio,
144,2023-10-06 19:02:14.572,notify reject,botify reject,
144,2023-10-06 19:03:47.732,time out,Time out,
144,2023-10-06 19:03:57.732,EVENT 13 END,eVENT 13 END,
1442,2023-12-21 20:48:31.761,Check for completeness,check for completeness,
1442,2023-12-21 20:48:31.761,New online application received,new online application received,
1442,2023-12-21 21:05:53.079,Perform checks,perform checks,
1442,2023-12-21 21:14:41.574,Make decision,Make decisio,
1442,2023-12-21 21:20:45.923,Notify accept,notify accept,
1442,2023-12-21 21:28:49.002,Deliver card,deliver card,
1442,2023-12-21 21:30:15.263,EVENT 13 END,eVENT 13 END,
1443,2023-12-21 23:45:50.998,Check for completeness,check for completeness,
1443,2023-12-21 23:45:50.998,New online application received,new online application received,
1443,2023-12-21 23:46:33.892,Request info,request info,
1443,2023-12-22 00:13:14.840,info received,Info received,
1443,2023-12-22 00:13:24.840,Check for completeness,check for completeness,
1443,2023-12-22 00:17:54.071,Perform checks,perform checks,
1443,2023-12-22 00:24:48.792,Make decision,Make decisio,
1443,2023-12-22 00:25:07.683,notify reject,botify reject,
1443,2023-12-22 00:30:15.205,review request received,rview request received,
1443,2023-12-22 00:30:25.205,Check for completeness,check for completeness,
1443,2023-12-22 00:33:45.499,Request info,request info,
1443,2023-12-22 00:36:43.073,info received,Info received,
1443,2023-12-22 00:36:53.073,Check for completeness,check for completeness,
1443,2023-12-22 01:04:51.620,Request info,request info,
1443,2023-12-22 01:06:52.650,info received,Info received,
1443,2023-12-22 01:07:02.650,Check for completeness,check for completeness,
1443,2023-12-22 01:21:58.173,Perform checks,perform checks,
1443,2023-12-22 01:27:30.977,Make decision,Make decisio,
1443,2023-12-22 01:30:46.864,notify reject,botify reject,
1443,2023-12-22 01:39:26.959,time out,Time out,
1443,2023-12-22 01:39:36.959,EVENT 13 END,eVENT 13 END,
1446,2023-12-22 00:48:54.085,Check for completeness,check for completeness,
1446,2023-12-22 00:48:54.085,New online application received,new online application received,
1446,2023-12-22 00:50:51.448,Perform checks,perform checks,
1446,2023-12-22 00:50:53.233,Make decision,Make decisio,
1446,2023-12-22 01:11:25.177,notify reject,botify reject,
1446,2023-12-22 01:17:47.650,time out,Time out,
1446,2023-12-22 01:17:57.650,EVENT 13 END,eVENT 13 END,
1447,2023-12-22 00:49:34.225,Check for completeness,check for completeness,
1447,2023-12-22 00:49:34.225,New online application received,new online application received,
1447,2023-12-22 01:23:18.054,Request info,request info,
1447,2023-12-22 01:31:06.824,info received,Info received,
1447,2023-12-22 01:31:16.824,Check for completeness,check for completeness,
1447,2023-12-22 01:35:32.486,Request info,request info,
1447,2023-12-22 01:59:25.608,info received,Info received,
1447,2023-12-22 01:59:35.608,Check for completeness,check for completeness,
1447,2023-12-22 02:01:11.903,Perform checks,perform checks,
1447,2023-12-22 02:10:32.302,Make decision,Make decisio,
1447,2023-12-22 02:16:12.395,Notify accept,notify accept,
1447,2023-12-22 02:43:03.685,Deliver card,deliver card,
1447,2023-12-22 02:43:46.254,EVENT 13 END,eVENT 13 END,
1448,2023-12-22 01:17:49.183,Check for completeness,check for completeness,
1448,2023-12-22 01:17:49.183,New online application received,new online application received,
1448,2023-12-22 01:20:29.758,Perform checks,perform checks,
1448,2023-12-22 01:24:12.725,Make decision,Make decisio,
1448,2023-12-22 01:26:18.653,Notify accept,notify accept,
1448,2023-12-22 01:37:25.627,Deliver card,deliver card,
1448,2023-12-22 01:38:34.072,EVENT 13 END,eVENT 13 END,
145,2023-10-06 19:14:16.353,Check for completeness,check for completeness,
145,2023-10-06 19:14:16.353,New online application received,new online application received,
145,2023-10-06 19:14:29.302,Request info,request info,
145,2023-10-06 19:34:16.771,info received,Info received,
145,2023-10-06 19:34:26.771,Check for completeness,check for completeness,
145,2023-10-06 19:43:44.838,Request info,request info,
145,2023-10-06 19:53:46.295,info received,Info received,
145,2023-10-06 19:53:56.295,Check for completeness,check for completeness,
145,2023-10-06 20:06:16.090,Perform checks,perform checks,
145,2023-10-06 20:13:00.015,Make decision,Make decisio,
145,2023-10-06 20:27:05.373,notify reject,botify reject,
145,2023-10-06 20:43:25.407,review request received,rview request received,
145,2023-10-06 20:43:35.407,Check for completeness,check for completeness,
145,2023-10-06 20:44:44.380,Request info,request info,
145,2023-10-06 20:58:27.587,info received,Info received,
145,2023-10-06 20:58:37.587,Check for completeness,check for completeness,
145,2023-10-06 21:06:46.439,Request info,request info,
145,2023-10-06 21:37:07.152,info received,Info received,
145,2023-10-06 21:37:17.152,Check for completeness,check for completeness,
145,2023-10-06 22:03:00.899,Request info,request info,
145,2023-10-06 22:35:57.386,info received,Info received,
145,2023-10-06 22:36:07.386,Check for completeness,check for completeness,
145,2023-10-06 22:43:24.705,Perform checks,perform checks,
145,2023-10-06 22:51:38.031,Make decision,Make decisio,
145,2023-10-06 23:19:10.868,Notify accept,notify accept,
145,2023-10-06 23:39:32.816,Deliver card,deliver card,
145,2023-10-06 23:40:37.128,EVENT 13 END,eVENT 13 END,
1450,2023-12-22 02:42:52.911,Check for completeness,check for completeness,
1450,2023-12-22 02:42:52.911,New online application received,new online application received,
1450,2023-12-22 03:03:36.539,Perform checks,perform checks,
1450,2023-12-22 03:56:06.549,Make decision,Make decisio,
1450,2023-12-22 04:02:33.217,Notify accept,notify accept,
1450,2023-12-22 04:08:31.707,Deliver card,deliver card,
1450,2023-12-22 04:09:06.966,EVENT 13 END,eVENT 13 END,
1452,2023-12-22 09:14:53.135,Check for completeness,check for completeness,
1452,2023-12-22 09:14:53.135,New online application received,new online application received,
1452,2023-12-22 09:37:44.839,Perform checks,perform checks,
1452,2023-12-22 09:44:44.127,Make decision,Make decisio,
1452,2023-12-22 09:49:34.517,notify reject,botify reject,
1452,2023-12-22 09:53:31.525,review request received,rview request received,
1452,2023-12-22 09:53:41.525,Check for completeness,check for completeness,
1452,2023-12-22 09:53:52.479,Perform checks,perform checks,
1452,2023-12-22 10:00:43.263,Make decision,Make decisio,
1452,2023-12-22 10:07:36.719,notify reject,botify reject,
1452,2023-12-22 10:18:14.630,time out,Time out,
1452,2023-12-22 10:18:24.630,EVENT 13 END,eVENT 13 END,
1454,2023-12-22 09:41:27.345,Check for completeness,check for completeness,
1454,2023-12-22 09:41:27.345,New online application received,new online application received,
1454,2023-12-22 09:54:48.572,Request info,request info,
1454,2023-12-22 10:08:22.621,info received,Info received,
1454,2023-12-22 10:08:32.621,Check for completeness,check for completeness,
1454,2023-12-22 10:09:20.058,Perform checks,perform checks,
1454,2023-12-22 10:11:35.731,Make decision,Make decisio,
1454,2023-12-22 10:17:38.649,Notify accept,notify accept,
1454,2023-12-22 10:22:41.743,Deliver card,deliver card,
1454,2023-12-22 10:27:06.021,EVENT 13 END,eVENT 13 END,
1457,2023-12-22 13:02:49.394,Check for completeness,check for completeness,
1457,2023-12-22 13:02:49.394,New online application received,new online application received,
1457,2023-12-22 13:05:28.556,Perform checks,perform checks,
1457,2023-12-22 13:36:30.515,Make decision,Make decisio,
1457,2023-12-22 14:06:22.187,notify reject,botify reject,
1457,2023-12-22 14:08:09.241,review request received,rview request received,
1457,2023-12-22 14:08:19.241,Check for completeness,check for completeness,
1457,2023-12-22 14:17:30.420,Request info,request info,
1457,2023-12-22 14:21:55.246,info received,Info received,
1457,2023-12-22 14:22:05.246,Check for completeness,check for completeness,
1457,2023-12-22 14:28:33.185,Request info,request info,
1457,2023-12-22 14:29:55.003,info received,Info received,
1457,2023-12-22 14:30:05.003,Check for completeness,check for completeness,
1457,2023-12-22 14:45:05.640,Request info,request info,
1457,2023-12-22 14:53:53.864,info received,Info received,
1457,2023-12-22 14:54:03.864,Check for completeness,check for completeness,
1457,2023-12-22 15:09:01.429,Perform checks,perform checks,
1457,2023-12-22 15:11:03.103,Make decision,Make decisio,
1457,2023-12-22 15:11:18.623,Notify accept,notify accept,
1457,2023-12-22 15:22:10.156,Deliver card,deliver card,
1457,2023-12-22 15:29:09.173,EVENT 13 END,eVENT 13 END,
1459,2023-12-22 14:56:53.051,Check for completeness,check for completeness,
1459,2023-12-22 14:56:53.051,New online application received,new online application received,
1459,2023-12-22 15:31:07.537,Request info,request info,
1459,2023-12-22 15:40:01.266,info received,Info received,
1459,2023-12-22 15:40:11.266,Check for completeness,check for completeness,
1459,2023-12-22 15:40:19.186,Perform checks,perform checks,
1459,2023-12-22 15:42:26.083,Make decision,Make decisio,
1459,2023-12-22 16:04:30.544,notify reject,botify reject,
1459,2023-12-22 16:08:25.770,time out,Time out,
1459,2023-12-22 16:08:35.770,EVENT 13 END,eVENT 13 END,
146,2023-10-06 21:03:00.225,Check for completeness,check for completeness,
146,2023-10-06 21:03:00.225,New online application received,new online application received,
146,2023-10-06 21:03:27.322,Request info,request info,
146,2023-10-06 21:25:28.384,info received,Info received,
146,2023-10-06 21:25:38.384,Check for completeness,check for completeness,
146,2023-10-06 21:39:13.372,Request info,request info,
146,2023-10-06 21:41:15.506,info received,Info received,
146,2023-10-06 21:41:25.506,Check for completeness,check for completeness,
146,2023-10-06 21:47:52.135,Request info,request info,
146,2023-10-06 21:51:42.760,info received,Info received,
146,2023-10-06 21:51:52.760,Check for completeness,check for completeness,
146,2023-10-06 21:53:51.166,Request info,request info,
146,2023-10-06 21:54:48.754,info received,Info received,
146,2023-10-06 21:54:58.754,Check for completeness,check for completeness,
146,2023-10-06 22:04:38.599,Request info,request info,
146,2023-10-06 22:14:42.196,info received,Info received,
146,2023-10-06 22:14:52.196,Check for completeness,check for completeness,
146,2023-10-06 22:23:18.659,Request info,request info,
146,2023-10-06 22:29:39.657,info received,Info received,
146,2023-10-06 22:29:49.657,Check for completeness,check for completeness,
146,2023-10-06 23:03:05.948,Request info,request info,
146,2023-10-06 23:05:08.004,info received,Info received,
146,2023-10-06 23:05:18.004,Check for completeness,check for completeness,
146,2023-10-06 23:14:40.035,Request info,request info,
146,2023-10-06 23:47:00.580,info received,Info received,
146,2023-10-06 23:47:10.580,Check for completeness,check for completeness,
146,2023-10-06 23:48:30.226,Request info,request info,
146,2023-10-07 00:23:18.079,info received,Info received,
146,2023-10-07 00:23:28.079,Check for completeness,check for completeness,
146,2023-10-07 00:41:47.036,Perform checks,perform checks,
146,2023-10-07 00:52:10.469,Make decision,Make decisio,
146,2023-10-07 00:59:15.017,notify reject,botify reject,
146,2023-10-07 01:02:45.323,review request received,rview request received,
146,2023-10-07 01:02:55.323,Check for completeness,check for completeness,
146,2023-10-07 01:10:42.732,Perform checks,perform checks,
146,2023-10-07 01:14:46.865,Make decision,Make decisio,
146,2023-10-07 01:39:13.931,notify reject,botify reject,
146,2023-10-09 02:18:34.809,review request received,rview request received,
146,2023-10-09 02:18:44.809,Check for completeness,check for completeness,
146,2023-10-09 02:24:01.268,Request info,request info,
146,2023-10-09 02:31:22.725,info received,Info received,
146,2023-10-09 02:31:32.725,Check for completeness,check for completeness,
146,2023-10-09 02:35:24.021,Request info,request info,
146,2023-10-09 02:46:07.669,info received,Info received,
146,2023-10-09 02:46:17.669,Check for completeness,check for completeness,
146,2023-10-09 02:47:08.440,Perform checks,perform checks,
146,2023-10-09 02:48:01.098,Make decision,Make decisio,
146,2023-10-09 02:58:04.142,notify reject,botify reject,
146,2023-10-09 02:59:32.634,time out,Time out,
146,2023-10-09 02:59:42.634,EVENT 13 END,eVENT 13 END,
1460,2023-12-22 15:45:52.894,Check for completeness,check for completeness,
1460,2023-12-22 15:45:52.894,New online application received,new online application received,
1460,2023-12-22 16:11:40.262,Perform checks,perform checks,
1460,2023-12-22 16:13:41.795,Make decision,Make decisio,
1460,2023-12-22 16:27:34.080,notify reject,botify reject,
1460,2023-12-22 16:42:10.927,time out,Time out,
1460,2023-12-22 16:42:20.927,EVENT 13 END,eVENT 13 END,
1461,2023-12-22 17:30:11.890,Check for completeness,check for completeness,
1461,2023-12-22 17:30:11.890,New online application received,new online application received,
1461,2023-12-22 17:32:19.781,Perform checks,perform checks,
1461,2023-12-22 17:36:26.752,Make decision,Make decisio,
1461,2023-12-22 17:42:23.733,notify reject,botify reject,
1461,2023-12-22 17:47:34.371,review request received,rview request received,
1461,2023-12-22 17:47:44.371,Check for completeness,check for completeness,
1461,2023-12-22 17:52:05.191,Request info,request info,
1461,2023-12-22 18:06:57.950,info received,Info received,
1461,2023-12-22 18:07:07.950,Check for completeness,check for completeness,
1461,2023-12-22 18:10:35.714,Request info,request info,
1461,2023-12-22 18:51:20.020,info received,Info received,
1461,2023-12-22 18:51:30.020,Check for completeness,check for completeness,
1461,2023-12-22 19:02:13.506,Perform checks,perform checks,
1461,2023-12-22 19:17:54.438,Make decision,Make decisio,
1461,2023-12-22 19:46:52.946,notify reject,botify reject,
1461,2023-12-22 19:49:23.942,review request received,rview request received,
1461,2023-12-22 19:49:33.942,Check for completeness,check for completeness,
1461,2023-12-22 20:07:41.690,Perform checks,perform checks,
1461,2023-12-22 20:28:29.339,Make decision,Make decisio,
1461,2023-12-22 20:29:23.818,notify reject,botify reject,
1461,2023-12-22 20:53:14.223,time out,Time out,
1461,2023-12-22 20:53:24.223,EVENT 13 END,eVENT 13 END,
1463,2023-12-22 18:22:30.092,Check for completeness,check for completeness,
1463,2023-12-22 18:22:30.092,New online application received,new online application received,
1463,2023-12-22 18:33:02.474,Perform checks,perform checks,
1463,2023-12-22 18:38:44.822,Make decision,Make decisio,
1463,2023-12-22 18:44:56.686,Notify accept,notify accept,
1463,2023-12-22 18:47:07.045,Deliver card,deliver card,
1463,2023-12-22 19:05:51.825,EVENT 13 END,eVENT 13 END,
1465,2023-12-22 19:08:25.945,Check for completeness,check for completeness,
1465,2023-12-22 19:08:25.945,New online application received,new online application received,
1465,2023-12-22 19:10:20.664,Perform checks,perform checks,
1465,2023-12-22 19:10:29.657,Make decision,Make decisio,
1465,2023-12-22 19:14:09.137,notify reject,botify reject,
1465,2023-12-22 19:20:46.166,review request received,rview request received,
1465,2023-12-22 19:20:56.166,Check for completeness,check for completeness,
1465,2023-12-22 19:28:07.299,Request info,request info,
1465,2023-12-22 19:28:35.623,info received,Info received,
1465,2023-12-22 19:28:45.623,Check for completeness,check for completeness,
1465,2023-12-22 19:32:24.621,Perform checks,perform checks,
1465,2023-12-22 19:50:53.531,Make decision,Make decisio,
1465,2023-12-22 20:19:46.985,notify reject,botify reject,
1465,2023-12-22 20:21:10.528,review request received,rview request received,
1465,2023-12-22 20:21:20.528,Check for completeness,check for completeness,
1465,2023-12-22 20:22:55.394,Request info,request info,
1465,2023-12-22 20:25:22.132,info received,Info received,
1465,2023-12-22 20:25:32.132,Check for completeness,check for completeness,
1465,2023-12-22 20:27:09.532,Perform checks,perform checks,
1465,2023-12-22 20:31:16.082,Make decision,Make decisio,
1465,2023-12-22 20:31:37.518,notify reject,botify reject,
1465,2023-12-22 20:36:45.382,review request received,rview request received,
1465,2023-12-22 20:36:55.382,Check for completeness,check for completeness,
1465,2023-12-22 20:40:55.168,Request info,request info,
1465,2023-12-22 20:48:16.774,info received,Info received,
1465,2023-12-22 20:48:26.774,Check for completeness,check for completeness,
1465,2023-12-22 21:54:52.612,Request info,request info,
1465,2023-12-22 21:56:36.032,info received,Info received,
1465,2023-12-22 21:56:46.032,Check for completeness,check for completeness,
